reg,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
24,2020-03-18,D,1.0,87.0,1.0,,,,,,,1.0,12.0,,,,
24,2020-03-18,E,1.0,152.0,,,,,,,,,23.0,,,,
27,2020-03-18,0,178.0,1172.0,65.0,71.0,107.0,602.0,570.0,33.0,32.0,43.0,230.0,20.0,23.0,114.0,116.0
27,2020-03-18,A,12.0,163.0,2.0,,,,,,,5.0,47.0,,,,
27,2020-03-18,B,72.0,396.0,9.0,,,,,,,28.0,116.0,,,,
27,2020-03-18,C,48.0,272.0,22.0,,,,,,,6.0,42.0,,,,
27,2020-03-18,D,23.0,131.0,17.0,,,,,,,1.0,14.0,,,,
27,2020-03-18,E,23.0,209.0,15.0,,,,,,,3.0,11.0,,,,
28,2020-03-18,0,98.0,1337.0,15.0,36.0,62.0,697.0,640.0,9.0,6.0,42.0,325.0,19.0,23.0,150.0,175.0
28,2020-03-18,A,,265.0,,,,,,,,5.0,87.0,,,,
28,2020-03-18,B,48.0,442.0,1.0,,,,,,,24.0,152.0,,,,
28,2020-03-18,C,34.0,280.0,4.0,,,,,,,9.0,44.0,,,,
28,2020-03-18,D,6.0,122.0,3.0,,,,,,,2.0,22.0,,,,
28,2020-03-18,E,10.0,228.0,7.0,,,,,,,2.0,19.0,,,,
32,2020-03-18,0,133.0,1853.0,52.0,72.0,61.0,969.0,884.0,35.0,17.0,68.0,921.0,36.0,32.0,433.0,488.0
32,2020-03-18,A,8.0,385.0,3.0,,,,,,,8.0,270.0,,,,
32,2020-03-18,B,48.0,650.0,7.0,,,,,,,35.0,428.0,,,,
32,2020-03-18,C,33.0,363.0,15.0,,,,,,,20.0,139.0,,,,
32,2020-03-18,D,16.0,173.0,6.0,,,,,,,3.0,30.0,,,,
32,2020-03-18,E,28.0,281.0,21.0,,,,,,,2.0,46.0,,,,
44,2020-03-18,0,346.0,2273.0,148.0,150.0,196.0,1128.0,1145.0,83.0,65.0,67.0,757.0,30.0,36.0,329.0,426.0
44,2020-03-18,A,6.0,391.0,,,,,,,,3.0,166.0,,,,
44,2020-03-18,B,129.0,720.0,16.0,,,,,,,38.0,338.0,,,,
44,2020-03-18,C,105.0,503.0,47.0,,,,,,,17.0,133.0,,,,
44,2020-03-18,D,52.0,268.0,36.0,,,,,,,4.0,50.0,,,,
44,2020-03-18,E,54.0,391.0,49.0,,,,,,,5.0,70.0,,,,
52,2020-03-18,0,62.0,1068.0,20.0,23.0,39.0,572.0,496.0,10.0,10.0,72.0,497.0,32.0,40.0,216.0,281.0
52,2020-03-18,A,,189.0,,,,,,,,14.0,155.0,,,,
52,2020-03-18,B,30.0,331.0,3.0,,,,,,,38.0,191.0,,,,
52,2020-03-18,C,17.0,246.0,6.0,,,,,,,15.0,76.0,,,,
52,2020-03-18,D,6.0,106.0,4.0,,,,,,,2.0,28.0,,,,
52,2020-03-18,E,9.0,196.0,7.0,,,,,,,2.0,42.0,,,,
53,2020-03-18,0,104.0,1276.0,14.0,34.0,70.0,631.0,645.0,8.0,6.0,22.0,375.0,12.0,10.0,170.0,205.0
53,2020-03-18,A,7.0,241.0,,,,,,,,8.0,102.0,,,,
53,2020-03-18,B,48.0,398.0,,,,,,,,10.0,168.0,,,,
53,2020-03-18,C,28.0,265.0,1.0,,,,,,,1.0,55.0,,,,
53,2020-03-18,D,9.0,139.0,6.0,,,,,,,1.0,23.0,,,,
53,2020-03-18,E,12.0,233.0,7.0,,,,,,,2.0,27.0,,,,
75,2020-03-18,0,158.0,2194.0,28.0,62.0,96.0,1156.0,1038.0,15.0,13.0,149.0,1211.0,67.0,82.0,501.0,710.0
75,2020-03-18,A,7.0,334.0,3.0,,,,,,,15.0,284.0,,,,
75,2020-03-18,B,76.0,696.0,4.0,,,,,,,95.0,536.0,,,,
75,2020-03-18,C,42.0,481.0,5.0,,,,,,,25.0,220.0,,,,
75,2020-03-18,D,15.0,247.0,5.0,,,,,,,7.0,64.0,,,,
75,2020-03-18,E,18.0,436.0,11.0,,,,,,,7.0,106.0,,,,
76,2020-03-18,0,129.0,2088.0,46.0,56.0,73.0,1085.0,1003.0,20.0,26.0,53.0,399.0,28.0,25.0,175.0,224.0
76,2020-03-18,A,33.0,363.0,8.0,,,,,,,6.0,99.0,,,,
76,2020-03-18,B,34.0,677.0,8.0,,,,,,,32.0,179.0,,,,
76,2020-03-18,C,34.0,474.0,9.0,,,,,,,9.0,62.0,,,,
76,2020-03-18,D,10.0,193.0,8.0,,,,,,,4.0,30.0,,,,
76,2020-03-18,E,18.0,381.0,13.0,,,,,,,2.0,29.0,,,,
84,2020-03-18,0,165.0,2836.0,57.0,83.0,82.0,1502.0,1334.0,34.0,23.0,152.0,811.0,63.0,88.0,332.0,472.0
84,2020-03-18,A,6.0,531.0,1.0,,,,,,,17.0,162.0,,,,
84,2020-03-18,B,69.0,978.0,8.0,,,,,,,75.0,362.0,,,,
84,2020-03-18,C,48.0,613.0,16.0,,,,,,,39.0,147.0,,,,
84,2020-03-18,D,13.0,261.0,7.0,,,,,,,11.0,61.0,,,,
84,2020-03-18,E,29.0,453.0,25.0,,,,,,,10.0,77.0,,,,
93,2020-03-18,0,146.0,2354.0,56.0,63.0,83.0,1218.0,1136.0,29.0,27.0,101.0,715.0,42.0,59.0,312.0,403.0
93,2020-03-18,A,5.0,399.0,4.0,,,,,,,27.0,221.0,,,,
93,2020-03-18,B,64.0,818.0,12.0,,,,,,,46.0,256.0,,,,
93,2020-03-18,C,37.0,525.0,13.0,,,,,,,20.0,126.0,,,,
93,2020-03-18,D,14.0,215.0,10.0,,,,,,,5.0,49.0,,,,
93,2020-03-18,E,26.0,397.0,17.0,,,,,,,3.0,63.0,,,,
94,2020-03-18,0,27.0,120.0,27.0,12.0,15.0,69.0,51.0,12.0,15.0,10.0,43.0,5.0,5.0,21.0,22.0
94,2020-03-18,A,3.0,11.0,3.0,,,,,,,2.0,15.0,,,,
94,2020-03-18,B,12.0,45.0,12.0,,,,,,,6.0,20.0,,,,
94,2020-03-18,C,8.0,37.0,8.0,,,,,,,2.0,6.0,,,,
94,2020-03-18,D,1.0,11.0,1.0,,,,,,,,1.0,,,,
94,2020-03-18,E,3.0,16.0,3.0,,,,,,,,1.0,,,,
1,2020-03-19,0,1.0,118.0,1.0,1.0,,56.0,62.0,1.0,,,,,,,
1,2020-03-19,A,,29.0,,,,,,,,,,,,,
1,2020-03-19,B,,41.0,,,,,,,,,,,,,
1,2020-03-19,C,1.0,25.0,1.0,,,,,,,,,,,,
1,2020-03-19,D,,6.0,,,,,,,,,,,,,
1,2020-03-19,E,,17.0,,,,,,,,,,,,,
2,2020-03-19,0,,,,,,,,,,,113.0,,,43.0,70.0
2,2020-03-19,A,,,,,,,,,,,25.0,,,,
2,2020-03-19,B,,,,,,,,,,,32.0,,,,
2,2020-03-19,C,,,,,,,,,,,25.0,,,,
2,2020-03-19,D,,,,,,,,,,,10.0,,,,
2,2020-03-19,E,,,,,,,,,,,21.0,,,,
3,2020-03-19,0,,171.0,,,,84.0,87.0,,,,,,,,
3,2020-03-19,A,,46.0,,,,,,,,,,,,,
3,2020-03-19,B,,84.0,,,,,,,,,,,,,
3,2020-03-19,C,,31.0,,,,,,,,,,,,,
3,2020-03-19,D,,7.0,,,,,,,,,,,,,
3,2020-03-19,E,,3.0,,,,,,,,,,,,,
4,2020-03-19,0,1.0,349.0,1.0,,1.0,175.0,174.0,,1.0,,,,,,
4,2020-03-19,A,,73.0,,,,,,,,,,,,,
4,2020-03-19,B,1.0,116.0,1.0,,,,,,,,,,,,
4,2020-03-19,C,,81.0,,,,,,,,,,,,,
4,2020-03-19,D,,35.0,,,,,,,,,,,,,
4,2020-03-19,E,,44.0,,,,,,,,,,,,,
6,2020-03-19,0,2.0,103.0,,1.0,1.0,63.0,40.0,,,,,,,,
6,2020-03-19,A,,34.0,,,,,,,,,,,,,
6,2020-03-19,B,,46.0,,,,,,,,,,,,,
6,2020-03-19,C,1.0,15.0,,,,,,,,,,,,,
6,2020-03-19,D,1.0,8.0,,,,,,,,,,,,,
6,2020-03-19,E,,,,,,,,,,,,,,,
7,2020-03-19,0,,7.0,,,,3.0,4.0,,,,,,,,
7,2020-03-19,A,,1.0,,,,,,,,,,,,,
7,2020-03-19,B,,2.0,,,,,,,,,,,,,
7,2020-03-19,C,,4.0,,,,,,,,,,,,,
7,2020-03-19,D,,,,,,,,,,,,,,,
7,2020-03-19,E,,,,,,,,,,,,,,,
8,2020-03-19,0,,11.0,,,,5.0,6.0,,,,,,,,
8,2020-03-19,A,,4.0,,,,,,,,,,,,,
8,2020-03-19,B,,2.0,,,,,,,,,,,,,
8,2020-03-19,C,,4.0,,,,,,,,,,,,,
8,2020-03-19,D,,1.0,,,,,,,,,,,,,
8,2020-03-19,E,,,,,,,,,,,,,,,
11,2020-03-19,0,861.0,4880.0,271.0,406.0,455.0,2633.0,2246.0,155.0,116.0,273.0,1510.0,126.0,147.0,661.0,846.0
11,2020-03-19,A,8.0,714.0,1.0,,,,,,,21.0,360.0,,,,
11,2020-03-19,B,389.0,1997.0,48.0,,,,,,,153.0,613.0,,,,
11,2020-03-19,C,278.0,1246.0,104.0,,,,,,,70.0,329.0,,,,
11,2020-03-19,D,95.0,421.0,57.0,,,,,,,17.0,92.0,,,,
11,2020-03-19,E,91.0,502.0,61.0,,,,,,,12.0,116.0,,,,
24,2020-03-19,0,40.0,836.0,13.0,16.0,24.0,418.0,418.0,10.0,3.0,17.0,230.0,8.0,9.0,100.0,130.0
24,2020-03-19,A,1.0,146.0,,,,,,,,,49.0,,,,
24,2020-03-19,B,17.0,283.0,3.0,,,,,,,13.0,120.0,,,,
24,2020-03-19,C,14.0,188.0,3.0,,,,,,,4.0,36.0,,,,
24,2020-03-19,D,3.0,79.0,3.0,,,,,,,,11.0,,,,
24,2020-03-19,E,5.0,140.0,4.0,,,,,,,,13.0,,,,
27,2020-03-19,0,186.0,1157.0,66.0,75.0,111.0,596.0,561.0,34.0,32.0,48.0,235.0,21.0,27.0,99.0,136.0
27,2020-03-19,A,5.0,144.0,1.0,,,,,,,5.0,39.0,,,,
27,2020-03-19,B,74.0,374.0,11.0,,,,,,,31.0,106.0,,,,
27,2020-03-19,C,64.0,288.0,22.0,,,,,,,11.0,57.0,,,,
27,2020-03-19,D,15.0,121.0,13.0,,,,,,,,16.0,,,,
27,2020-03-19,E,28.0,230.0,19.0,,,,,,,1.0,17.0,,,,
28,2020-03-19,0,89.0,1238.0,9.0,37.0,52.0,650.0,587.0,6.0,3.0,53.0,407.0,26.0,27.0,176.0,231.0
28,2020-03-19,A,2.0,229.0,,,,,,,,10.0,113.0,,,,
28,2020-03-19,B,52.0,454.0,2.0,,,,,,,29.0,190.0,,,,
28,2020-03-19,C,30.0,254.0,5.0,,,,,,,12.0,68.0,,,,
28,2020-03-19,D,5.0,116.0,2.0,,,,,,,1.0,14.0,,,,
28,2020-03-19,E,,185.0,,,,,,,,1.0,22.0,,,,
32,2020-03-19,0,150.0,1750.0,50.0,66.0,84.0,936.0,814.0,31.0,19.0,96.0,811.0,37.0,59.0,384.0,427.0
32,2020-03-19,A,22.0,354.0,1.0,,,,,,,15.0,219.0,,,,
32,2020-03-19,B,50.0,630.0,4.0,,,,,,,59.0,410.0,,,,
32,2020-03-19,C,34.0,331.0,16.0,,,,,,,15.0,102.0,,,,
32,2020-03-19,D,13.0,161.0,10.0,,,,,,,4.0,33.0,,,,
32,2020-03-19,E,31.0,274.0,19.0,,,,,,,1.0,39.0,,,,
44,2020-03-19,0,265.0,2065.0,146.0,136.0,129.0,1069.0,996.0,92.0,54.0,79.0,757.0,47.0,32.0,358.0,398.0
44,2020-03-19,A,3.0,322.0,2.0,,,,,,,4.0,165.0,,,,
44,2020-03-19,B,70.0,596.0,10.0,,,,,,,49.0,357.0,,,,
44,2020-03-19,C,99.0,501.0,51.0,,,,,,,13.0,130.0,,,,
44,2020-03-19,D,39.0,253.0,32.0,,,,,,,7.0,42.0,,,,
44,2020-03-19,E,54.0,393.0,51.0,,,,,,,5.0,60.0,,,,
52,2020-03-19,0,84.0,994.0,28.0,33.0,51.0,522.0,471.0,16.0,12.0,71.0,462.0,30.0,41.0,216.0,246.0
52,2020-03-19,A,,189.0,,,,,,,,19.0,128.0,,,,
52,2020-03-19,B,32.0,314.0,4.0,,,,,,,28.0,185.0,,,,
52,2020-03-19,C,27.0,230.0,11.0,,,,,,,13.0,66.0,,,,
52,2020-03-19,D,15.0,104.0,6.0,,,,,,,6.0,31.0,,,,
52,2020-03-19,E,10.0,157.0,7.0,,,,,,,5.0,50.0,,,,
53,2020-03-19,0,80.0,1274.0,25.0,32.0,48.0,621.0,653.0,11.0,14.0,22.0,370.0,12.0,10.0,162.0,208.0
53,2020-03-19,A,5.0,195.0,,,,,,,,6.0,92.0,,,,
53,2020-03-19,B,30.0,401.0,6.0,,,,,,,10.0,158.0,,,,
53,2020-03-19,C,19.0,294.0,3.0,,,,,,,4.0,77.0,,,,
53,2020-03-19,D,12.0,152.0,6.0,,,,,,,,18.0,,,,
53,2020-03-19,E,14.0,232.0,10.0,,,,,,,2.0,25.0,,,,
75,2020-03-19,0,153.0,2038.0,43.0,62.0,91.0,1039.0,999.0,25.0,18.0,159.0,1100.0,64.0,95.0,456.0,644.0
75,2020-03-19,A,9.0,323.0,5.0,,,,,,,24.0,265.0,,,,
75,2020-03-19,B,60.0,643.0,7.0,,,,,,,94.0,497.0,,,,
75,2020-03-19,C,52.0,437.0,12.0,,,,,,,31.0,177.0,,,,
75,2020-03-19,D,5.0,220.0,3.0,,,,,,,6.0,69.0,,,,
75,2020-03-19,E,27.0,415.0,16.0,,,,,,,4.0,91.0,,,,
76,2020-03-19,0,115.0,1990.0,37.0,51.0,64.0,980.0,1010.0,23.0,14.0,48.0,347.0,21.0,27.0,142.0,205.0
76,2020-03-19,A,24.0,298.0,7.0,,,,,,,13.0,101.0,,,,
76,2020-03-19,B,32.0,655.0,3.0,,,,,,,27.0,154.0,,,,
76,2020-03-19,C,32.0,478.0,8.0,,,,,,,4.0,49.0,,,,
76,2020-03-19,D,10.0,191.0,6.0,,,,,,,1.0,24.0,,,,
76,2020-03-19,E,17.0,368.0,13.0,,,,,,,3.0,19.0,,,,
84,2020-03-19,0,159.0,2711.0,82.0,71.0,88.0,1404.0,1307.0,46.0,36.0,110.0,742.0,50.0,60.0,316.0,425.0
84,2020-03-19,A,,479.0,,,,,,,,7.0,170.0,,,,
84,2020-03-19,B,61.0,919.0,15.0,,,,,,,61.0,311.0,,,,
84,2020-03-19,C,34.0,605.0,14.0,,,,,,,27.0,124.0,,,,
84,2020-03-19,D,27.0,251.0,18.0,,,,,,,7.0,56.0,,,,
84,2020-03-19,E,37.0,457.0,35.0,,,,,,,8.0,81.0,,,,
93,2020-03-19,0,139.0,2181.0,70.0,59.0,80.0,1134.0,1047.0,33.0,37.0,153.0,788.0,61.0,92.0,317.0,471.0
93,2020-03-19,A,6.0,376.0,2.0,,,,,,,33.0,233.0,,,,
93,2020-03-19,B,56.0,744.0,18.0,,,,,,,74.0,296.0,,,,
93,2020-03-19,C,38.0,506.0,18.0,,,,,,,29.0,140.0,,,,
93,2020-03-19,D,15.0,228.0,11.0,,,,,,,8.0,41.0,,,,
93,2020-03-19,E,24.0,327.0,21.0,,,,,,,9.0,78.0,,,,
94,2020-03-19,0,39.0,138.0,39.0,18.0,21.0,70.0,68.0,18.0,21.0,9.0,38.0,5.0,4.0,17.0,21.0
94,2020-03-19,A,8.0,19.0,8.0,,,,,,,1.0,11.0,,,,
94,2020-03-19,B,14.0,42.0,14.0,,,,,,,4.0,18.0,,,,
94,2020-03-19,C,12.0,41.0,12.0,,,,,,,3.0,6.0,,,,
94,2020-03-19,D,2.0,14.0,2.0,,,,,,,,2.0,,,,
94,2020-03-19,E,3.0,22.0,3.0,,,,,,,1.0,1.0,,,,
1,2020-03-20,0,1.0,155.0,,1.0,,63.0,91.0,,,,,,,,
1,2020-03-20,A,,28.0,,,,,,,,,,,,,
1,2020-03-20,B,1.0,66.0,,,,,,,,,,,,,
1,2020-03-20,C,,31.0,,,,,,,,,,,,,
1,2020-03-20,D,,15.0,,,,,,,,,,,,,
1,2020-03-20,E,,15.0,,,,,,,,,,,,,
2,2020-03-20,0,,,,,,,,,,,104.0,,,40.0,64.0
2,2020-03-20,A,,,,,,,,,,,18.0,,,,
2,2020-03-20,B,,,,,,,,,,,27.0,,,,
2,2020-03-20,C,,,,,,,,,,,30.0,,,,
2,2020-03-20,D,,,,,,,,,,,9.0,,,,
2,2020-03-20,E,,,,,,,,,,,20.0,,,,
3,2020-03-20,0,,148.0,,,,72.0,76.0,,,,,,,,
3,2020-03-20,A,,29.0,,,,,,,,,,,,,
3,2020-03-20,B,,76.0,,,,,,,,,,,,,
3,2020-03-20,C,,27.0,,,,,,,,,,,,,
3,2020-03-20,D,,9.0,,,,,,,,,,,,,
3,2020-03-20,E,,7.0,,,,,,,,,,,,,
4,2020-03-20,0,,313.0,,,,166.0,147.0,,,,,,,,
4,2020-03-20,A,,73.0,,,,,,,,,,,,,
4,2020-03-20,B,,101.0,,,,,,,,,,,,,
4,2020-03-20,C,,71.0,,,,,,,,,,,,,
4,2020-03-20,D,,31.0,,,,,,,,,,,,,
4,2020-03-20,E,,37.0,,,,,,,,,,,,,
6,2020-03-20,0,1.0,73.0,1.0,,1.0,33.0,40.0,,1.0,,,,,,
6,2020-03-20,A,,23.0,,,,,,,,,,,,,
6,2020-03-20,B,,31.0,,,,,,,,,,,,,
6,2020-03-20,C,1.0,14.0,1.0,,,,,,,,,,,,
6,2020-03-20,D,,2.0,,,,,,,,,,,,,
6,2020-03-20,E,,3.0,,,,,,,,,,,,,
7,2020-03-20,0,,12.0,,,,4.0,8.0,,,,,,,,
7,2020-03-20,A,,,,,,,,,,,,,,,
7,2020-03-20,B,,7.0,,,,,,,,,,,,,
7,2020-03-20,C,,4.0,,,,,,,,,,,,,
7,2020-03-20,D,,1.0,,,,,,,,,,,,,
7,2020-03-20,E,,,,,,,,,,,,,,,
8,2020-03-20,0,1.0,10.0,,,1.0,7.0,3.0,,,,,,,,
8,2020-03-20,A,,3.0,,,,,,,,,,,,,
8,2020-03-20,B,1.0,4.0,,,,,,,,,,,,,
8,2020-03-20,C,,1.0,,,,,,,,,,,,,
8,2020-03-20,D,,,,,,,,,,,,,,,
8,2020-03-20,E,,2.0,,,,,,,,,,,,,
11,2020-03-20,0,986.0,5003.0,301.0,501.0,485.0,2696.0,2307.0,182.0,119.0,287.0,1371.0,125.0,162.0,611.0,758.0
11,2020-03-20,A,16.0,700.0,1.0,,,,,,,22.0,288.0,,,,
11,2020-03-20,B,423.0,2119.0,48.0,,,,,,,145.0,561.0,,,,
11,2020-03-20,C,353.0,1302.0,120.0,,,,,,,86.0,285.0,,,,
11,2020-03-20,D,98.0,388.0,54.0,,,,,,,20.0,97.0,,,,
11,2020-03-20,E,96.0,494.0,78.0,,,,,,,14.0,140.0,,,,
24,2020-03-20,0,51.0,930.0,16.0,22.0,29.0,483.0,447.0,11.0,5.0,15.0,246.0,10.0,5.0,121.0,125.0
24,2020-03-20,A,1.0,154.0,,,,,,,,,38.0,,,,
24,2020-03-20,B,17.0,288.0,3.0,,,,,,,11.0,133.0,,,,
24,2020-03-20,C,18.0,209.0,5.0,,,,,,,3.0,51.0,,,,
24,2020-03-20,D,5.0,81.0,2.0,,,,,,,,11.0,,,,
24,2020-03-20,E,10.0,198.0,6.0,,,,,,,1.0,13.0,,,,
27,2020-03-20,0,224.0,1194.0,97.0,99.0,125.0,604.0,590.0,54.0,43.0,35.0,195.0,15.0,20.0,90.0,105.0
27,2020-03-20,A,5.0,143.0,2.0,,,,,,,3.0,37.0,,,,
27,2020-03-20,B,81.0,409.0,15.0,,,,,,,22.0,103.0,,,,
27,2020-03-20,C,53.0,252.0,15.0,,,,,,,5.0,30.0,,,,
27,2020-03-20,D,34.0,150.0,20.0,,,,,,,2.0,7.0,,,,
27,2020-03-20,E,51.0,240.0,45.0,,,,,,,3.0,16.0,,,,
28,2020-03-20,0,60.0,1095.0,12.0,23.0,37.0,551.0,544.0,6.0,6.0,73.0,337.0,29.0,44.0,166.0,171.0
28,2020-03-20,A,5.0,201.0,,,,,,,,11.0,90.0,,,,
28,2020-03-20,B,22.0,348.0,3.0,,,,,,,48.0,151.0,,,,
28,2020-03-20,C,20.0,229.0,,,,,,,,9.0,52.0,,,,
28,2020-03-20,D,6.0,112.0,5.0,,,,,,,4.0,20.0,,,,
28,2020-03-20,E,7.0,205.0,4.0,,,,,,,1.0,24.0,,,,
32,2020-03-20,0,167.0,1663.0,58.0,83.0,84.0,823.0,839.0,32.0,26.0,103.0,775.0,44.0,59.0,353.0,422.0
32,2020-03-20,A,12.0,299.0,3.0,,,,,,,9.0,192.0,,,,
32,2020-03-20,B,53.0,554.0,7.0,,,,,,,65.0,400.0,,,,
32,2020-03-20,C,45.0,350.0,15.0,,,,,,,25.0,120.0,,,,
32,2020-03-20,D,26.0,169.0,12.0,,,,,,,2.0,27.0,,,,
32,2020-03-20,E,31.0,291.0,21.0,,,,,,,1.0,34.0,,,,
44,2020-03-20,0,464.0,2060.0,212.0,196.0,268.0,1014.0,1046.0,119.0,93.0,94.0,717.0,40.0,54.0,322.0,395.0
44,2020-03-20,A,4.0,242.0,1.0,,,,,,,4.0,126.0,,,,
44,2020-03-20,B,145.0,614.0,25.0,,,,,,,58.0,340.0,,,,
44,2020-03-20,C,145.0,533.0,58.0,,,,,,,24.0,121.0,,,,
44,2020-03-20,D,68.0,255.0,41.0,,,,,,,4.0,55.0,,,,
44,2020-03-20,E,102.0,416.0,87.0,,,,,,,4.0,74.0,,,,
52,2020-03-20,0,80.0,1094.0,41.0,40.0,40.0,566.0,528.0,22.0,19.0,70.0,459.0,30.0,40.0,192.0,267.0
52,2020-03-20,A,,179.0,,,,,,,,16.0,123.0,,,,
52,2020-03-20,B,31.0,360.0,8.0,,,,,,,35.0,182.0,,,,
52,2020-03-20,C,22.0,250.0,12.0,,,,,,,12.0,69.0,,,,
52,2020-03-20,D,12.0,109.0,7.0,,,,,,,2.0,17.0,,,,
52,2020-03-20,E,15.0,196.0,14.0,,,,,,,4.0,67.0,,,,
53,2020-03-20,0,78.0,1280.0,16.0,30.0,48.0,633.0,647.0,10.0,6.0,24.0,326.0,14.0,10.0,151.0,175.0
53,2020-03-20,A,6.0,225.0,1.0,,,,,,,4.0,65.0,,,,
53,2020-03-20,B,32.0,422.0,4.0,,,,,,,15.0,140.0,,,,
53,2020-03-20,C,22.0,289.0,7.0,,,,,,,2.0,63.0,,,,
53,2020-03-20,D,6.0,105.0,,,,,,,,1.0,15.0,,,,
53,2020-03-20,E,12.0,239.0,4.0,,,,,,,2.0,43.0,,,,
75,2020-03-20,0,164.0,2106.0,60.0,65.0,99.0,1077.0,1029.0,26.0,34.0,170.0,1091.0,71.0,99.0,473.0,618.0
75,2020-03-20,A,8.0,304.0,2.0,,,,,,,33.0,267.0,,,,
75,2020-03-20,B,66.0,624.0,10.0,,,,,,,94.0,453.0,,,,
75,2020-03-20,C,46.0,443.0,14.0,,,,,,,31.0,188.0,,,,
75,2020-03-20,D,16.0,255.0,11.0,,,,,,,6.0,74.0,,,,
75,2020-03-20,E,28.0,480.0,23.0,,,,,,,6.0,109.0,,,,
76,2020-03-20,0,90.0,2018.0,31.0,30.0,60.0,1019.0,999.0,12.0,19.0,41.0,359.0,15.0,26.0,143.0,216.0
76,2020-03-20,A,14.0,336.0,3.0,,,,,,,4.0,93.0,,,,
76,2020-03-20,B,35.0,653.0,5.0,,,,,,,24.0,157.0,,,,
76,2020-03-20,C,24.0,509.0,11.0,,,,,,,12.0,68.0,,,,
76,2020-03-20,D,6.0,190.0,4.0,,,,,,,,17.0,,,,
76,2020-03-20,E,11.0,330.0,8.0,,,,,,,1.0,24.0,,,,
84,2020-03-20,0,226.0,2699.0,117.0,107.0,119.0,1344.0,1355.0,56.0,61.0,139.0,824.0,66.0,73.0,367.0,456.0
84,2020-03-20,A,1.0,443.0,1.0,,,,,,,15.0,170.0,,,,
84,2020-03-20,B,75.0,920.0,17.0,,,,,,,75.0,352.0,,,,
84,2020-03-20,C,67.0,602.0,33.0,,,,,,,29.0,131.0,,,,
84,2020-03-20,D,37.0,274.0,29.0,,,,,,,10.0,58.0,,,,
84,2020-03-20,E,46.0,460.0,37.0,,,,,,,10.0,113.0,,,,
93,2020-03-20,0,225.0,2212.0,82.0,105.0,120.0,1166.0,1045.0,48.0,34.0,109.0,761.0,41.0,68.0,305.0,455.0
93,2020-03-20,A,6.0,315.0,2.0,,,,,,,23.0,199.0,,,,
93,2020-03-20,B,100.0,770.0,14.0,,,,,,,49.0,296.0,,,,
93,2020-03-20,C,60.0,525.0,23.0,,,,,,,22.0,142.0,,,,
93,2020-03-20,D,25.0,207.0,15.0,,,,,,,9.0,41.0,,,,
93,2020-03-20,E,34.0,395.0,28.0,,,,,,,6.0,82.0,,,,
94,2020-03-20,0,39.0,147.0,39.0,12.0,27.0,57.0,90.0,12.0,27.0,10.0,33.0,1.0,9.0,8.0,25.0
94,2020-03-20,A,2.0,9.0,2.0,,,,,,,,7.0,,,,
94,2020-03-20,B,16.0,57.0,16.0,,,,,,,5.0,13.0,,,,
94,2020-03-20,C,11.0,39.0,11.0,,,,,,,3.0,6.0,,,,
94,2020-03-20,D,1.0,10.0,1.0,,,,,,,2.0,3.0,,,,
94,2020-03-20,E,9.0,32.0,9.0,,,,,,,,4.0,,,,
1,2020-03-21,0,3.0,137.0,2.0,1.0,2.0,67.0,70.0,1.0,1.0,,,,,,
1,2020-03-21,A,,25.0,,,,,,,,,,,,,
1,2020-03-21,B,1.0,58.0,,,,,,,,,,,,,
1,2020-03-21,C,,23.0,,,,,,,,,,,,,
1,2020-03-21,D,,11.0,,,,,,,,,,,,,
1,2020-03-21,E,2.0,20.0,2.0,,,,,,,,,,,,
2,2020-03-21,0,,,,,,,,,,,99.0,,,46.0,53.0
2,2020-03-21,A,,,,,,,,,,,20.0,,,,
2,2020-03-21,B,,,,,,,,,,,28.0,,,,
2,2020-03-21,C,,,,,,,,,,,15.0,,,,
2,2020-03-21,D,,,,,,,,,,,13.0,,,,
2,2020-03-21,E,,,,,,,,,,,23.0,,,,
3,2020-03-21,0,,167.0,,,,79.0,88.0,,,,,,,,
3,2020-03-21,A,,55.0,,,,,,,,,,,,,
3,2020-03-21,B,,70.0,,,,,,,,,,,,,
3,2020-03-21,C,,28.0,,,,,,,,,,,,,
3,2020-03-21,D,,4.0,,,,,,,,,,,,,
3,2020-03-21,E,,10.0,,,,,,,,,,,,,
4,2020-03-21,0,1.0,288.0,,1.0,,176.0,112.0,,,,,,,,
4,2020-03-21,A,,66.0,,,,,,,,,,,,,
4,2020-03-21,B,,90.0,,,,,,,,,,,,,
4,2020-03-21,C,1.0,77.0,,,,,,,,,,,,,
4,2020-03-21,D,,25.0,,,,,,,,,,,,,
4,2020-03-21,E,,30.0,,,,,,,,,,,,,
6,2020-03-21,0,1.0,89.0,,,1.0,46.0,43.0,,,,,,,,
6,2020-03-21,A,,36.0,,,,,,,,,,,,,
6,2020-03-21,B,1.0,35.0,,,,,,,,,,,,,
6,2020-03-21,C,,14.0,,,,,,,,,,,,,
6,2020-03-21,D,,3.0,,,,,,,,,,,,,
6,2020-03-21,E,,1.0,,,,,,,,,,,,,
