reg,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
1,2020-03-03,A,0.0,65.0,0.0,,,,,,,,,,,,
1,2020-03-03,B,0.0,95.0,0.0,,,,,,,,,,,,
1,2020-03-03,C,0.0,36.0,0.0,,,,,,,,,,,,
1,2020-03-03,D,0.0,20.0,0.0,,,,,,,,,,,,
1,2020-03-03,E,0.0,31.0,0.0,,,,,,,,,,,,
1,2020-03-04,0,0.0,222.0,0.0,0.0,0.0,107.0,115.0,0.0,0.0,,,,,,
1,2020-03-04,A,0.0,70.0,0.0,,,,,,,,,,,,
1,2020-03-04,B,0.0,73.0,0.0,,,,,,,,,,,,
1,2020-03-04,C,0.0,39.0,0.0,,,,,,,,,,,,
1,2020-03-04,D,0.0,10.0,0.0,,,,,,,,,,,,
1,2020-03-04,E,0.0,30.0,0.0,,,,,,,,,,,,
1,2020-03-05,0,0.0,246.0,0.0,0.0,0.0,116.0,130.0,0.0,0.0,,,,,,
1,2020-03-05,A,0.0,64.0,0.0,,,,,,,,,,,,
1,2020-03-05,B,0.0,80.0,0.0,,,,,,,,,,,,
1,2020-03-05,C,0.0,53.0,0.0,,,,,,,,,,,,
1,2020-03-05,D,0.0,20.0,0.0,,,,,,,,,,,,
1,2020-03-05,E,0.0,29.0,0.0,,,,,,,,,,,,
1,2020-03-06,0,0.0,243.0,0.0,0.0,0.0,108.0,135.0,0.0,0.0,,,,,,
1,2020-03-06,A,0.0,66.0,0.0,,,,,,,,,,,,
1,2020-03-06,B,0.0,85.0,0.0,,,,,,,,,,,,
1,2020-03-06,C,0.0,48.0,0.0,,,,,,,,,,,,
1,2020-03-06,D,0.0,22.0,0.0,,,,,,,,,,,,
1,2020-03-06,E,0.0,22.0,0.0,,,,,,,,,,,,
1,2020-03-07,0,0.0,260.0,0.0,0.0,0.0,131.0,129.0,0.0,0.0,,,,,,
1,2020-03-07,A,0.0,60.0,0.0,,,,,,,,,,,,
1,2020-03-07,B,0.0,91.0,0.0,,,,,,,,,,,,
1,2020-03-07,C,0.0,54.0,0.0,,,,,,,,,,,,
1,2020-03-07,D,0.0,28.0,0.0,,,,,,,,,,,,
1,2020-03-07,E,0.0,27.0,0.0,,,,,,,,,,,,
1,2020-03-08,0,0.0,247.0,0.0,0.0,0.0,119.0,128.0,0.0,0.0,,,,,,
1,2020-03-08,A,0.0,66.0,0.0,,,,,,,,,,,,
1,2020-03-08,B,0.0,83.0,0.0,,,,,,,,,,,,
1,2020-03-08,C,0.0,49.0,0.0,,,,,,,,,,,,
1,2020-03-08,D,0.0,23.0,0.0,,,,,,,,,,,,
1,2020-03-08,E,0.0,26.0,0.0,,,,,,,,,,,,
1,2020-03-09,0,0.0,283.0,0.0,0.0,0.0,141.0,142.0,0.0,0.0,,,,,,
1,2020-03-09,A,0.0,85.0,0.0,,,,,,,,,,,,
1,2020-03-09,B,0.0,89.0,0.0,,,,,,,,,,,,
1,2020-03-09,C,0.0,62.0,0.0,,,,,,,,,,,,
1,2020-03-09,D,0.0,17.0,0.0,,,,,,,,,,,,
1,2020-03-09,E,0.0,30.0,0.0,,,,,,,,,,,,
1,2020-03-10,0,0.0,261.0,0.0,0.0,0.0,122.0,139.0,0.0,0.0,,,,,,
1,2020-03-10,A,0.0,59.0,0.0,,,,,,,,,,,,
1,2020-03-10,B,0.0,111.0,0.0,,,,,,,,,,,,
1,2020-03-10,C,0.0,44.0,0.0,,,,,,,,,,,,
1,2020-03-10,D,0.0,19.0,0.0,,,,,,,,,,,,
1,2020-03-10,E,0.0,28.0,0.0,,,,,,,,,,,,
1,2020-03-11,0,0.0,284.0,0.0,0.0,0.0,124.0,159.0,0.0,0.0,,,,,,
1,2020-03-11,A,0.0,68.0,0.0,,,,,,,,,,,,
1,2020-03-11,B,0.0,104.0,0.0,,,,,,,,,,,,
1,2020-03-11,C,0.0,66.0,0.0,,,,,,,,,,,,
1,2020-03-11,D,0.0,19.0,0.0,,,,,,,,,,,,
1,2020-03-11,E,0.0,27.0,0.0,,,,,,,,,,,,
1,2020-03-12,0,0.0,295.0,0.0,0.0,0.0,142.0,153.0,0.0,0.0,,,,,,
1,2020-03-12,A,0.0,85.0,0.0,,,,,,,,,,,,
1,2020-03-12,B,0.0,100.0,0.0,,,,,,,,,,,,
1,2020-03-12,C,0.0,59.0,0.0,,,,,,,,,,,,
1,2020-03-12,D,0.0,22.0,0.0,,,,,,,,,,,,
1,2020-03-12,E,0.0,29.0,0.0,,,,,,,,,,,,
1,2020-03-13,0,0.0,236.0,0.0,0.0,0.0,118.0,118.0,0.0,0.0,,,,,,
1,2020-03-13,A,0.0,63.0,0.0,,,,,,,,,,,,
1,2020-03-13,B,0.0,79.0,0.0,,,,,,,,,,,,
1,2020-03-13,C,0.0,45.0,0.0,,,,,,,,,,,,
1,2020-03-13,D,0.0,22.0,0.0,,,,,,,,,,,,
1,2020-03-13,E,0.0,27.0,0.0,,,,,,,,,,,,
1,2020-03-14,0,0.0,232.0,0.0,0.0,0.0,112.0,120.0,0.0,0.0,,,,,,
1,2020-03-14,A,0.0,75.0,0.0,,,,,,,,,,,,
1,2020-03-14,B,0.0,76.0,0.0,,,,,,,,,,,,
1,2020-03-14,C,0.0,37.0,0.0,,,,,,,,,,,,
1,2020-03-14,D,0.0,18.0,0.0,,,,,,,,,,,,
1,2020-03-14,E,0.0,26.0,0.0,,,,,,,,,,,,
1,2020-03-15,0,0.0,178.0,0.0,0.0,0.0,86.0,92.0,0.0,0.0,,,,,,
1,2020-03-15,A,0.0,72.0,0.0,,,,,,,,,,,,
1,2020-03-15,B,0.0,58.0,0.0,,,,,,,,,,,,
1,2020-03-15,C,0.0,30.0,0.0,,,,,,,,,,,,
1,2020-03-15,D,0.0,9.0,0.0,,,,,,,,,,,,
1,2020-03-15,E,0.0,9.0,0.0,,,,,,,,,,,,
1,2020-03-16,0,0.0,167.0,0.0,0.0,0.0,76.0,91.0,0.0,0.0,,,,,,
1,2020-03-16,A,0.0,49.0,0.0,,,,,,,,,,,,
1,2020-03-16,B,0.0,53.0,0.0,,,,,,,,,,,,
1,2020-03-16,C,0.0,35.0,0.0,,,,,,,,,,,,
1,2020-03-16,D,0.0,16.0,0.0,,,,,,,,,,,,
1,2020-03-16,E,0.0,14.0,0.0,,,,,,,,,,,,
1,2020-03-17,0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,,,,,
1,2020-03-17,A,,,,,,,,,,,,,,,
1,2020-03-17,B,0.0,3.0,0.0,,,,,,,,,,,,
1,2020-03-17,C,0.0,3.0,0.0,,,,,,,,,,,,
1,2020-03-17,D,,,,,,,,,,,,,,,
1,2020-03-17,E,,,,,,,,,,,,,,,
1,2020-03-18,0,,,,,,,,,,,,,,,
1,2020-03-18,A,,,,,,,,,,,,,,,
1,2020-03-18,B,,,,,,,,,,,,,,,
1,2020-03-18,C,,,,,,,,,,,,,,,
1,2020-03-18,D,,,,,,,,,,,,,,,
1,2020-03-18,E,,,,,,,,,,,,,,,
2,2020-02-24,0,,,,,,,,,,0.0,105.0,0.0,0.0,31.0,74.0
2,2020-02-24,A,,,,,,,,,,0.0,28.0,,,,
2,2020-02-24,B,,,,,,,,,,0.0,28.0,,,,
2,2020-02-24,C,,,,,,,,,,0.0,25.0,,,,
2,2020-02-24,D,,,,,,,,,,0.0,9.0,,,,
2,2020-02-24,E,,,,,,,,,,0.0,15.0,,,,
2,2020-02-25,0,,,,,,,,,,0.0,109.0,0.0,0.0,35.0,74.0
2,2020-02-25,A,,,,,,,,,,0.0,25.0,,,,
2,2020-02-25,B,,,,,,,,,,0.0,33.0,,,,
2,2020-02-25,C,,,,,,,,,,0.0,14.0,,,,
2,2020-02-25,D,,,,,,,,,,0.0,15.0,,,,
2,2020-02-25,E,,,,,,,,,,0.0,22.0,,,,
2,2020-02-26,0,,,,,,,,,,0.0,102.0,0.0,0.0,43.0,59.0
2,2020-02-26,A,,,,,,,,,,0.0,27.0,,,,
2,2020-02-26,B,,,,,,,,,,0.0,31.0,,,,
2,2020-02-26,C,,,,,,,,,,0.0,13.0,,,,
2,2020-02-26,D,,,,,,,,,,0.0,12.0,,,,
2,2020-02-26,E,,,,,,,,,,0.0,19.0,,,,
2,2020-02-27,0,,,,,,,,,,0.0,146.0,0.0,0.0,57.0,89.0
2,2020-02-27,A,,,,,,,,,,0.0,31.0,,,,
2,2020-02-27,B,,,,,,,,,,0.0,57.0,,,,
2,2020-02-27,C,,,,,,,,,,0.0,28.0,,,,
2,2020-02-27,D,,,,,,,,,,0.0,10.0,,,,
2,2020-02-27,E,,,,,,,,,,0.0,20.0,,,,
2,2020-02-28,0,,,,,,,,,,0.0,112.0,0.0,0.0,48.0,64.0
2,2020-02-28,A,,,,,,,,,,0.0,24.0,,,,
2,2020-02-28,B,,,,,,,,,,0.0,38.0,,,,
2,2020-02-28,C,,,,,,,,,,0.0,20.0,,,,
2,2020-02-28,D,,,,,,,,,,0.0,9.0,,,,
2,2020-02-28,E,,,,,,,,,,0.0,21.0,,,,
2,2020-02-29,0,,,,,,,,,,0.0,144.0,0.0,0.0,66.0,78.0
2,2020-02-29,A,,,,,,,,,,0.0,25.0,,,,
2,2020-02-29,B,,,,,,,,,,0.0,65.0,,,,
2,2020-02-29,C,,,,,,,,,,0.0,28.0,,,,
2,2020-02-29,D,,,,,,,,,,0.0,11.0,,,,
2,2020-02-29,E,,,,,,,,,,0.0,15.0,,,,
2,2020-03-01,0,,,,,,,,,,0.0,114.0,0.0,0.0,42.0,72.0
2,2020-03-01,A,,,,,,,,,,0.0,31.0,,,,
2,2020-03-01,B,,,,,,,,,,0.0,38.0,,,,
2,2020-03-01,C,,,,,,,,,,0.0,23.0,,,,
2,2020-03-01,D,,,,,,,,,,0.0,7.0,,,,
2,2020-03-01,E,,,,,,,,,,0.0,15.0,,,,
2,2020-03-02,0,,,,,,,,,,0.0,189.0,0.0,0.0,78.0,111.0
2,2020-03-02,A,,,,,,,,,,0.0,30.0,,,,
2,2020-03-02,B,,,,,,,,,,0.0,94.0,,,,
2,2020-03-02,C,,,,,,,,,,0.0,37.0,,,,
2,2020-03-02,D,,,,,,,,,,0.0,11.0,,,,
2,2020-03-02,E,,,,,,,,,,0.0,17.0,,,,
2,2020-03-03,0,,,,,,,,,,0.0,129.0,0.0,0.0,51.0,78.0
2,2020-03-03,A,,,,,,,,,,0.0,27.0,,,,
2,2020-03-03,B,,,,,,,,,,0.0,54.0,,,,
2,2020-03-03,C,,,,,,,,,,0.0,24.0,,,,
2,2020-03-03,D,,,,,,,,,,0.0,5.0,,,,
2,2020-03-03,E,,,,,,,,,,0.0,19.0,,,,
2,2020-03-04,0,,,,,,,,,,0.0,153.0,0.0,0.0,57.0,96.0
2,2020-03-04,A,,,,,,,,,,0.0,27.0,,,,
2,2020-03-04,B,,,,,,,,,,0.0,50.0,,,,
2,2020-03-04,C,,,,,,,,,,0.0,40.0,,,,
2,2020-03-04,D,,,,,,,,,,0.0,13.0,,,,
2,2020-03-04,E,,,,,,,,,,0.0,23.0,,,,
2,2020-03-05,0,,,,,,,,,,0.0,158.0,0.0,0.0,54.0,104.0
2,2020-03-05,A,,,,,,,,,,0.0,29.0,,,,
2,2020-03-05,B,,,,,,,,,,0.0,64.0,,,,
2,2020-03-05,C,,,,,,,,,,0.0,26.0,,,,
2,2020-03-05,D,,,,,,,,,,0.0,14.0,,,,
2,2020-03-05,E,,,,,,,,,,0.0,25.0,,,,
2,2020-03-06,0,,,,,,,,,,0.0,144.0,0.0,0.0,52.0,92.0
2,2020-03-06,A,,,,,,,,,,0.0,34.0,,,,
2,2020-03-06,B,,,,,,,,,,0.0,60.0,,,,
2,2020-03-06,C,,,,,,,,,,0.0,18.0,,,,
2,2020-03-06,D,,,,,,,,,,0.0,12.0,,,,
2,2020-03-06,E,,,,,,,,,,0.0,20.0,,,,
2,2020-03-07,0,,,,,,,,,,0.0,133.0,0.0,0.0,53.0,80.0
2,2020-03-07,A,,,,,,,,,,0.0,39.0,,,,
2,2020-03-07,B,,,,,,,,,,0.0,40.0,,,,
2,2020-03-07,C,,,,,,,,,,0.0,20.0,,,,
2,2020-03-07,D,,,,,,,,,,0.0,12.0,,,,
2,2020-03-07,E,,,,,,,,,,0.0,22.0,,,,
2,2020-03-08,0,,,,,,,,,,0.0,108.0,0.0,0.0,43.0,65.0
2,2020-03-08,A,,,,,,,,,,0.0,31.0,,,,
2,2020-03-08,B,,,,,,,,,,0.0,29.0,,,,
2,2020-03-08,C,,,,,,,,,,0.0,31.0,,,,
2,2020-03-08,D,,,,,,,,,,0.0,5.0,,,,
2,2020-03-08,E,,,,,,,,,,0.0,12.0,,,,
2,2020-03-09,0,,,,,,,,,,0.0,169.0,0.0,0.0,63.0,106.0
2,2020-03-09,A,,,,,,,,,,0.0,47.0,,,,
2,2020-03-09,B,,,,,,,,,,0.0,50.0,,,,
2,2020-03-09,C,,,,,,,,,,0.0,39.0,,,,
2,2020-03-09,D,,,,,,,,,,0.0,10.0,,,,
2,2020-03-09,E,,,,,,,,,,0.0,23.0,,,,
2,2020-03-10,0,,,,,,,,,,0.0,158.0,0.0,0.0,67.0,91.0
2,2020-03-10,A,,,,,,,,,,0.0,30.0,,,,
2,2020-03-10,B,,,,,,,,,,0.0,49.0,,,,
2,2020-03-10,C,,,,,,,,,,0.0,38.0,,,,
2,2020-03-10,D,,,,,,,,,,0.0,15.0,,,,
2,2020-03-10,E,,,,,,,,,,0.0,26.0,,,,
2,2020-03-11,0,,,,,,,,,,0.0,143.0,0.0,0.0,57.0,86.0
2,2020-03-11,A,,,,,,,,,,0.0,41.0,,,,
2,2020-03-11,B,,,,,,,,,,0.0,44.0,,,,
2,2020-03-11,C,,,,,,,,,,0.0,28.0,,,,
2,2020-03-11,D,,,,,,,,,,0.0,6.0,,,,
2,2020-03-11,E,,,,,,,,,,0.0,24.0,,,,
2,2020-03-12,0,,,,,,,,,,0.0,134.0,0.0,0.0,58.0,76.0
2,2020-03-12,A,,,,,,,,,,0.0,42.0,,,,
2,2020-03-12,B,,,,,,,,,,0.0,29.0,,,,
2,2020-03-12,C,,,,,,,,,,0.0,27.0,,,,
2,2020-03-12,D,,,,,,,,,,0.0,13.0,,,,
2,2020-03-12,E,,,,,,,,,,0.0,23.0,,,,
2,2020-03-13,0,,,,,,,,,,0.0,146.0,0.0,0.0,51.0,95.0
2,2020-03-13,A,,,,,,,,,,0.0,40.0,,,,
2,2020-03-13,B,,,,,,,,,,0.0,51.0,,,,
2,2020-03-13,C,,,,,,,,,,0.0,25.0,,,,
2,2020-03-13,D,,,,,,,,,,0.0,18.0,,,,
2,2020-03-13,E,,,,,,,,,,0.0,12.0,,,,
2,2020-03-14,0,,,,,,,,,,0.0,123.0,0.0,0.0,60.0,63.0
2,2020-03-14,A,,,,,,,,,,0.0,42.0,,,,
2,2020-03-14,B,,,,,,,,,,0.0,32.0,,,,
2,2020-03-14,C,,,,,,,,,,0.0,18.0,,,,
2,2020-03-14,D,,,,,,,,,,0.0,7.0,,,,
2,2020-03-14,E,,,,,,,,,,0.0,24.0,,,,
2,2020-03-15,0,,,,,,,,,,0.0,100.0,0.0,0.0,38.0,62.0
2,2020-03-15,A,,,,,,,,,,0.0,26.0,,,,
2,2020-03-15,B,,,,,,,,,,0.0,27.0,,,,
2,2020-03-15,C,,,,,,,,,,0.0,22.0,,,,
2,2020-03-15,D,,,,,,,,,,0.0,13.0,,,,
2,2020-03-15,E,,,,,,,,,,0.0,12.0,,,,
2,2020-03-16,0,,,,,,,,,,0.0,149.0,0.0,0.0,62.0,87.0
2,2020-03-16,A,,,,,,,,,,0.0,48.0,,,,
2,2020-03-16,B,,,,,,,,,,0.0,29.0,,,,
2,2020-03-16,C,,,,,,,,,,0.0,32.0,,,,
2,2020-03-16,D,,,,,,,,,,0.0,17.0,,,,
2,2020-03-16,E,,,,,,,,,,0.0,23.0,,,,
2,2020-03-17,0,,,,,,,,,,0.0,128.0,0.0,0.0,55.0,73.0
2,2020-03-17,A,,,,,,,,,,0.0,36.0,,,,
2,2020-03-17,B,,,,,,,,,,0.0,35.0,,,,
2,2020-03-17,C,,,,,,,,,,0.0,28.0,,,,
2,2020-03-17,D,,,,,,,,,,0.0,12.0,,,,
2,2020-03-17,E,,,,,,,,,,0.0,17.0,,,,
2,2020-03-18,0,,,,,,,,,,,,,,,
2,2020-03-18,A,,,,,,,,,,,,,,,
2,2020-03-18,B,,,,,,,,,,,,,,,
2,2020-03-18,C,,,,,,,,,,,,,,,
2,2020-03-18,D,,,,,,,,,,,,,,,
2,2020-03-18,E,,,,,,,,,,,,,,,
3,2020-02-24,0,0.0,268.0,0.0,0.0,0.0,154.0,114.0,0.0,0.0,,,,,,
3,2020-02-24,A,0.0,83.0,0.0,,,,,,,,,,,,
3,2020-02-24,B,0.0,120.0,0.0,,,,,,,,,,,,
3,2020-02-24,C,0.0,43.0,0.0,,,,,,,,,,,,
3,2020-02-24,D,0.0,17.0,0.0,,,,,,,,,,,,
3,2020-02-24,E,0.0,5.0,0.0,,,,,,,,,,,,
3,2020-02-25,0,0.0,256.0,0.0,0.0,0.0,131.0,125.0,0.0,0.0,,,,,,
3,2020-02-25,A,0.0,83.0,0.0,,,,,,,,,,,,
3,2020-02-25,B,0.0,114.0,0.0,,,,,,,,,,,,
3,2020-02-25,C,0.0,38.0,0.0,,,,,,,,,,,,
3,2020-02-25,D,0.0,11.0,0.0,,,,,,,,,,,,
3,2020-02-25,E,0.0,10.0,0.0,,,,,,,,,,,,
3,2020-02-26,0,0.0,303.0,0.0,0.0,0.0,152.0,151.0,0.0,0.0,,,,,,
3,2020-02-26,A,0.0,79.0,0.0,,,,,,,,,,,,
3,2020-02-26,B,0.0,149.0,0.0,,,,,,,,,,,,
3,2020-02-26,C,0.0,55.0,0.0,,,,,,,,,,,,
3,2020-02-26,D,0.0,13.0,0.0,,,,,,,,,,,,
3,2020-02-26,E,0.0,7.0,0.0,,,,,,,,,,,,
3,2020-02-27,0,0.0,299.0,0.0,0.0,0.0,139.0,160.0,0.0,0.0,,,,,,
3,2020-02-27,A,0.0,73.0,0.0,,,,,,,,,,,,
3,2020-02-27,B,0.0,147.0,0.0,,,,,,,,,,,,
3,2020-02-27,C,0.0,53.0,0.0,,,,,,,,,,,,
3,2020-02-27,D,0.0,15.0,0.0,,,,,,,,,,,,
3,2020-02-27,E,0.0,11.0,0.0,,,,,,,,,,,,
3,2020-02-28,0,0.0,261.0,0.0,0.0,0.0,133.0,128.0,0.0,0.0,,,,,,
3,2020-02-28,A,0.0,59.0,0.0,,,,,,,,,,,,
3,2020-02-28,B,0.0,126.0,0.0,,,,,,,,,,,,
3,2020-02-28,C,0.0,55.0,0.0,,,,,,,,,,,,
3,2020-02-28,D,0.0,8.0,0.0,,,,,,,,,,,,
3,2020-02-28,E,0.0,13.0,0.0,,,,,,,,,,,,
3,2020-02-29,0,0.0,294.0,0.0,0.0,0.0,151.0,143.0,0.0,0.0,,,,,,
3,2020-02-29,A,0.0,87.0,0.0,,,,,,,,,,,,
3,2020-02-29,B,0.0,136.0,0.0,,,,,,,,,,,,
3,2020-02-29,C,0.0,52.0,0.0,,,,,,,,,,,,
3,2020-02-29,D,0.0,12.0,0.0,,,,,,,,,,,,
3,2020-02-29,E,0.0,7.0,0.0,,,,,,,,,,,,
3,2020-03-01,0,0.0,238.0,0.0,0.0,0.0,117.0,121.0,0.0,0.0,,,,,,
3,2020-03-01,A,0.0,85.0,0.0,,,,,,,,,,,,
3,2020-03-01,B,0.0,96.0,0.0,,,,,,,,,,,,
3,2020-03-01,C,0.0,34.0,0.0,,,,,,,,,,,,
3,2020-03-01,D,0.0,15.0,0.0,,,,,,,,,,,,
3,2020-03-01,E,0.0,8.0,0.0,,,,,,,,,,,,
3,2020-03-02,0,0.0,303.0,0.0,0.0,0.0,164.0,139.0,0.0,0.0,,,,,,
3,2020-03-02,A,0.0,88.0,0.0,,,,,,,,,,,,
3,2020-03-02,B,0.0,132.0,0.0,,,,,,,,,,,,
3,2020-03-02,C,0.0,71.0,0.0,,,,,,,,,,,,
3,2020-03-02,D,0.0,7.0,0.0,,,,,,,,,,,,
3,2020-03-02,E,0.0,5.0,0.0,,,,,,,,,,,,
3,2020-03-03,0,0.0,314.0,0.0,0.0,0.0,143.0,171.0,0.0,0.0,,,,,,
3,2020-03-03,A,0.0,101.0,0.0,,,,,,,,,,,,
3,2020-03-03,B,0.0,141.0,0.0,,,,,,,,,,,,
3,2020-03-03,C,0.0,52.0,0.0,,,,,,,,,,,,
3,2020-03-03,D,0.0,10.0,0.0,,,,,,,,,,,,
3,2020-03-03,E,0.0,10.0,0.0,,,,,,,,,,,,
3,2020-03-04,0,0.0,306.0,0.0,0.0,0.0,149.0,157.0,0.0,0.0,,,,,,
3,2020-03-04,A,0.0,104.0,0.0,,,,,,,,,,,,
3,2020-03-04,B,0.0,120.0,0.0,,,,,,,,,,,,
3,2020-03-04,C,0.0,63.0,0.0,,,,,,,,,,,,
3,2020-03-04,D,0.0,11.0,0.0,,,,,,,,,,,,
3,2020-03-04,E,0.0,8.0,0.0,,,,,,,,,,,,
3,2020-03-05,0,0.0,256.0,0.0,0.0,0.0,131.0,125.0,0.0,0.0,,,,,,
3,2020-03-05,A,0.0,102.0,0.0,,,,,,,,,,,,
3,2020-03-05,B,0.0,102.0,0.0,,,,,,,,,,,,
3,2020-03-05,C,0.0,39.0,0.0,,,,,,,,,,,,
3,2020-03-05,D,0.0,7.0,0.0,,,,,,,,,,,,
3,2020-03-05,E,0.0,6.0,0.0,,,,,,,,,,,,
3,2020-03-06,0,0.0,286.0,0.0,0.0,0.0,138.0,148.0,0.0,0.0,,,,,,
3,2020-03-06,A,0.0,94.0,0.0,,,,,,,,,,,,
3,2020-03-06,B,0.0,115.0,0.0,,,,,,,,,,,,
3,2020-03-06,C,0.0,53.0,0.0,,,,,,,,,,,,
3,2020-03-06,D,0.0,10.0,0.0,,,,,,,,,,,,
3,2020-03-06,E,0.0,14.0,0.0,,,,,,,,,,,,
3,2020-03-07,0,1.0,294.0,0.0,0.0,1.0,151.0,143.0,0.0,0.0,,,,,,
3,2020-03-07,A,0.0,101.0,0.0,,,,,,,,,,,,
3,2020-03-07,B,1.0,123.0,0.0,,,,,,,,,,,,
3,2020-03-07,C,0.0,53.0,0.0,,,,,,,,,,,,
3,2020-03-07,D,0.0,8.0,0.0,,,,,,,,,,,,
3,2020-03-07,E,0.0,9.0,0.0,,,,,,,,,,,,
3,2020-03-08,0,0.0,260.0,0.0,0.0,0.0,138.0,122.0,0.0,0.0,,,,,,
3,2020-03-08,A,0.0,101.0,0.0,,,,,,,,,,,,
3,2020-03-08,B,0.0,115.0,0.0,,,,,,,,,,,,
3,2020-03-08,C,0.0,28.0,0.0,,,,,,,,,,,,
3,2020-03-08,D,0.0,8.0,0.0,,,,,,,,,,,,
3,2020-03-08,E,0.0,8.0,0.0,,,,,,,,,,,,
3,2020-03-09,0,0.0,306.0,0.0,0.0,0.0,159.0,147.0,0.0,0.0,,,,,,
3,2020-03-09,A,0.0,91.0,0.0,,,,,,,,,,,,
3,2020-03-09,B,0.0,137.0,0.0,,,,,,,,,,,,
3,2020-03-09,C,0.0,55.0,0.0,,,,,,,,,,,,
3,2020-03-09,D,0.0,13.0,0.0,,,,,,,,,,,,
